"facility_id","provider_id","country","year","unique_id","num_staff","num_med","num_nonmed","provider_post1","provider_cadre1","provider_educ1","provider_mededuc1","provider_male1","is_outpatient","provider_present1","absent_reason1","provider_post2","provider_cadre2","provider_educ2","provider_mededuc2","provider_male2","provider_present2","absent_reason2","provider_activity","salary_delay","has_roster","has_absentee"
"101","5","TANZANIA",2014,"101_5",2,2,1,5,4,2,2,0,0,1,,5,4,2,2,0,1,,1,0,1,1
"101","8","TANZANIA",2014,"101_8",2,2,1,5,4,1,2,0,0,0,3,5,4,1,2,0,1,,1,0,1,1
"101","6","TANZANIA",2014,"101_6",2,2,1,5,4,1,2,0,0,0,5,5,4,1,2,0,1,,1,0,1,1
"101","7","TANZANIA",2014,"101_7",2,2,1,5,4,1,2,0,0,0,5,5,4,1,2,0,1,,1,0,1,1
"101","1","TANZANIA",2014,"101_1",2,2,1,3,3,2,2,0,1,1,,3,3,2,2,0,1,,1,0,1,1
"101","3","TANZANIA",2014,"101_3",2,2,1,5,4,1,2,0,0,1,,5,4,1,2,0,1,,1,0,1,1
"101","4","TANZANIA",2014,"101_4",2,2,1,5,4,2,2,0,0,1,,5,4,2,2,0,1,,1,0,1,1
"102","6","TANZANIA",2014,"102_6",2,2,2,5,3,2,2,0,0,1,,5,3,2,2,0,1,,1,0,1,1
"102","7","TANZANIA",2014,"102_7",2,2,2,5,3,2,2,0,0,1,,,,,,,,,,,1,
"102","10","TANZANIA",2014,"102_10",2,2,2,5,3,1,2,0,0,0,5,5,3,1,2,0,1,,1,1,1,1
"102","8","TANZANIA",2014,"102_8",2,2,2,5,4,1,2,0,0,1,,5,4,1,2,0,0,5,,,1,1
"102","3","TANZANIA",2014,"102_3",2,2,2,4,2,2,3,1,1,0,5,4,2,2,3,1,1,,1,1,1,1
"102","12","TANZANIA",2014,"102_12",2,2,2,5,4,2,2,0,0,1,,5,4,2,2,0,1,,1,1,1,1
"102","1","TANZANIA",2014,"102_1",2,2,2,3,1,2,3,1,1,0,3,,,,,,,,,,1,
"102","11","TANZANIA",2014,"102_11",2,2,2,5,4,1,2,0,0,0,5,5,4,1,2,0,0,5,,,1,1
"102","4","TANZANIA",2014,"102_4",2,2,2,5,3,1,2,0,0,1,,5,3,1,2,0,0,5,,,1,1
"102","2","TANZANIA",2014,"102_2",2,2,2,4,2,2,3,1,1,1,,4,2,2,3,1,1,,1,1,1,1
"102","13","TANZANIA",2014,"102_13",2,2,2,5,4,2,2,0,0,1,,5,4,2,2,0,0,5,,,1,1
"102","5","TANZANIA",2014,"102_5",2,2,2,5,4,1,2,0,0,0,1,5,4,1,2,0,0,5,,,1,1
"102","9","TANZANIA",2014,"102_9",2,2,2,5,3,1,2,0,0,0,5,,,,,,,,,,1,
"103","1","TANZANIA",2014,"103_1",1,1,0,4,2,2,3,1,1,1,,4,1,2,3,1,1,,1,1,1,1
"103","2","TANZANIA",2014,"103_2",1,1,0,5,4,2,2,0,0,1,,5,1,2,2,0,1,,1,1,1,1
"103","3","TANZANIA",2014,"103_3",1,1,0,5,4,2,2,0,0,1,,5,1,2,2,0,1,,1,1,1,1
"104","1","TANZANIA",2014,"104_1",1,1,0,4,2,2,3,1,1,0,3,4,2,2,3,1,1,,1,1,1,1
"104","4","TANZANIA",2014,"104_4",1,1,0,5,4,1,2,0,0,1,,5,4,1,2,0,1,,1,0,1,1
"104","2","TANZANIA",2014,"104_2",1,1,0,5,3,1,2,0,1,1,,5,3,1,2,0,1,,1,1,1,1
"104","3","TANZANIA",2014,"104_3",1,1,0,5,4,1,2,1,0,0,5,5,4,1,2,1,0,5,,,1,1
"104","5","TANZANIA",2014,"104_5",1,1,0,5,4,1,2,0,0,1,,5,4,1,2,0,1,,1,0,1,1
"105","1","TANZANIA",2014,"105_1",2,1,1,3,1,2,3,1,1,1,,3,1,2,3,1,1,,1,1,1,1
"105","5","TANZANIA",2014,"105_5",2,1,1,5,4,2,2,1,0,1,,5,4,2,2,1,1,,4,1,1,1
"105","2","TANZANIA",2014,"105_2",2,1,1,5,4,2,2,0,0,1,,5,4,2,2,0,1,,1,1,1,1
"105","4","TANZANIA",2014,"105_4",2,1,1,5,4,2,2,0,0,1,,5,4,2,2,0,1,,1,1,1,1
"105","3","TANZANIA",2014,"105_3",2,1,1,5,4,1,2,0,0,1,,5,4,1,2,0,1,,1,1,1,1
"106","25","TANZANIA",2014,"106_25",3,3,1,5,4,1,2,0,0,1,,5,4,1,2,0,0,5,,,1,1
"106","18","TANZANIA",2014,"106_18",3,3,1,5,4,2,2,0,0,1,,,,,,,,,,,1,
"106","6","TANZANIA",2014,"106_6",3,3,1,5,2,2,3,0,1,0,5,,,,,,,,,,1,
"106","23","TANZANIA",2014,"106_23",3,3,1,5,4,1,2,0,0,0,5,5,4,1,2,0,1,,1,1,1,1
"106","19","TANZANIA",2014,"106_19",3,3,1,5,4,1,2,0,0,1,,,,,,,,,,,1,
"106","22","TANZANIA",2014,"106_22",3,3,1,5,4,1,2,0,0,0,5,,,,,,,,,,1,
"106","21","TANZANIA",2014,"106_21",3,3,1,5,4,1,2,0,0,1,,5,4,1,2,0,1,,1,0,1,1
"106","15","TANZANIA",2014,"106_15",3,3,1,5,4,2,2,0,0,0,5,,,,,,,,,,1,
"106","1","TANZANIA",2014,"106_1",3,3,1,4,1,2,3,1,1,0,5,4,1,2,3,1,1,,1,1,1,1
"106","12","TANZANIA",2014,"106_12",3,3,1,5,4,1,2,0,0,0,5,,,,,,,,,,1,
"106","26","TANZANIA",2014,"106_26",3,3,1,5,4,1,2,1,0,1,,,,,,,,,,,1,
"106","2","TANZANIA",2014,"106_2",3,3,1,5,1,2,3,1,1,0,5,5,1,2,3,1,1,,1,1,1,1
"106","4","TANZANIA",2014,"106_4",3,3,1,5,2,2,3,1,1,0,5,,,,,,,,,,1,
"106","13","TANZANIA",2014,"106_13",3,3,1,5,4,2,2,0,0,1,,,,,,,,,,,1,
"106","27","TANZANIA",2014,"106_27",3,3,1,5,4,1,2,0,0,1,,,,,,,,,,,1,
"106","10","TANZANIA",2014,"106_10",3,3,1,5,3,2,2,0,0,1,,5,3,2,2,0,1,,1,0,1,1
"106","3","TANZANIA",2014,"106_3",3,3,1,5,2,2,3,1,1,1,,,,,,,,,,,1,
"106","16","TANZANIA",2014,"106_16",3,3,1,5,4,1,2,0,0,0,5,,,,,,,,,,1,
"106","20","TANZANIA",2014,"106_20",3,3,1,5,4,1,2,0,0,1,,,,,,,,,,,1,
"106","24","TANZANIA",2014,"106_24",3,3,1,5,4,2,2,0,0,0,5,,,,,,,,,,1,
"106","7","TANZANIA",2014,"106_7",3,3,1,5,2,2,3,0,1,0,5,5,2,3,3,0,0,5,,,1,1
"106","11","TANZANIA",2014,"106_11",3,3,1,5,4,1,2,0,0,0,1,,,,,,,,,,1,
"106","5","TANZANIA",2014,"106_5",3,3,1,5,2,2,3,0,1,0,5,5,2,3,3,1,0,5,,,1,1
"106","8","TANZANIA",2014,"106_8",3,3,1,5,2,2,2,0,1,1,,5,2,3,2,0,1,,1,1,1,1
"106","17","TANZANIA",2014,"106_17",3,3,1,5,4,2,2,0,0,1,,,,,,,,,,,1,
"106","14","TANZANIA",2014,"106_14",3,3,1,5,4,2,2,0,0,1,,5,4,2,2,0,0,5,,,1,1
"106","9","TANZANIA",2014,"106_9",3,3,1,5,3,2,2,0,0,1,,,,,,,,,,,1,
"107","3","TANZANIA",2014,"107_3",1,1,1,5,4,2,2,0,0,1,,5,4,2,2,0,0,5,,,1,1
"107","4","TANZANIA",2014,"107_4",1,1,1,5,4,1,2,0,0,1,,5,4,1,2,0,1,,1,1,1,1
"107","1","TANZANIA",2014,"107_1",1,1,1,4,1,2,3,1,1,0,4,4,1,2,3,1,1,,1,1,1,1
"107","2","TANZANIA",2014,"107_2",1,1,1,5,4,2,2,0,1,1,,5,4,2,2,0,1,,1,0,1,1
"108","11","TANZANIA",2014,"108_11",3,3,2,5,3,2,3,0,0,0,5,5,3,2,3,0,0,5,,,1,1
"108","22","TANZANIA",2014,"108_22",3,3,2,5,4,1,3,0,0,1,,5,4,1,3,0,1,,1,0,1,1
"108","27","TANZANIA",2014,"108_27",3,3,2,5,3,1,3,0,0,0,5,5,3,1,3,0,0,5,,,1,1
"108","20","TANZANIA",2014,"108_20",3,3,2,5,4,1,3,0,0,1,,5,4,1,3,0,1,,1,0,1,1
"108","24","TANZANIA",2014,"108_24",3,3,2,5,4,2,3,1,0,1,,,,,,,,,,,1,
"108","12","TANZANIA",2014,"108_12",3,3,2,5,3,2,3,0,0,0,5,5,3,2,3,0,1,,1,1,1,1
"108","32","TANZANIA",2014,"108_32",3,3,2,5,4,1,3,1,0,1,,,,,,,,,,,1,
"108","19","TANZANIA",2014,"108_19",3,3,2,5,3,1,3,0,0,1,,,,,,,,,,,1,
"108","17","TANZANIA",2014,"108_17",3,3,2,5,4,1,3,0,0,0,5,,,,,,,,,,1,
"108","23","TANZANIA",2014,"108_23",3,3,2,5,4,1,3,0,0,1,,,,,,,,,,,1,
"108","21","TANZANIA",2014,"108_21",3,3,2,5,4,1,3,0,0,1,,,,,,,,,,,1,
"108","4","TANZANIA",2014,"108_4",3,3,2,5,2,2,3,1,1,0,5,,,,,,,,,,1,
"108","31","TANZANIA",2014,"108_31",3,3,2,5,4,1,3,1,0,0,5,,,,,,,,,,1,
"108","3","TANZANIA",2014,"108_3",3,3,2,5,2,2,3,1,1,0,5,5,2,2,3,1,1,,1,1,1,1
"108","16","TANZANIA",2014,"108_16",3,3,2,5,4,2,3,0,0,0,5,,,,,,,,,,1,
"108","8","TANZANIA",2014,"108_8",3,3,2,5,3,2,3,0,0,0,1,,,,,,,,,,1,
"108","13","TANZANIA",2014,"108_13",3,3,2,5,3,2,3,0,0,0,5,,,,,,,,,,1,
"108","9","TANZANIA",2014,"108_9",3,3,2,5,3,2,2,0,0,0,5,5,3,2,2,0,0,4,,,1,1
"108","10","TANZANIA",2014,"108_10",3,3,2,5,3,2,2,0,0,1,,,,,,,,,,,1,
"108","14","TANZANIA",2014,"108_14",3,3,2,5,3,2,3,0,0,0,4,,,,,,,,,,1,
"108","29","TANZANIA",2014,"108_29",3,3,2,5,4,2,3,0,0,1,,,,,,,,,,,1,
"108","6","TANZANIA",2014,"108_6",3,3,2,4,3,2,3,0,0,1,,4,3,2,3,0,1,,1,1,1,1
"108","5","TANZANIA",2014,"108_5",3,3,2,5,1,2,3,0,0,0,4,,,,,,,,,,1,
"108","1","TANZANIA",2014,"108_1",3,3,2,3,1,2,3,1,1,1,,,,,,,,,,,1,
"108","25","TANZANIA",2014,"108_25",3,3,2,5,4,2,3,0,0,0,4,,,,,,,,,,1,
"108","18","TANZANIA",2014,"108_18",3,3,2,5,4,1,3,0,0,0,5,5,3,1,3,0,1,,1,1,1,1
"108","7","TANZANIA",2014,"108_7",3,3,2,5,3,2,3,0,0,1,,,,,,,,,,,1,
"108","28","TANZANIA",2014,"108_28",3,3,2,5,4,2,3,0,0,1,,,,,,,,,,,1,
"108","26","TANZANIA",2014,"108_26",3,3,2,5,4,2,3,0,0,1,,5,4,2,3,0,0,5,,,1,1
"108","2","TANZANIA",2014,"108_2",3,3,2,5,2,2,3,1,1,1,,,,,,,,,,,1,
"108","15","TANZANIA",2014,"108_15",3,3,2,5,3,2,3,0,0,1,,,,,,,,,,,1,
"108","30","TANZANIA",2014,"108_30",3,3,2,5,4,2,3,0,0,0,5,,,,,,,,,,1,
"11","1","TANZANIA",2014,"11_1",2,1,1,1,2,1,2,1,1,1,,1,2,1,2,1,1,,1,1,1,1
"11","2","TANZANIA",2014,"11_2",2,1,1,5,4,1,1,0,0,1,,5,4,1,2,0,1,,1,1,1,1
"110","3","TANZANIA",2014,"110_3",2,2,0,5,4,1,2,1,1,1,,5,4,1,2,1,1,,1,1,1,1
"110","2","TANZANIA",2014,"110_2",2,2,0,5,4,1,2,0,1,1,,5,4,1,2,0,1,,1,1,1,1
"110","6","TANZANIA",2014,"110_6",2,2,0,5,4,1,2,0,0,1,,5,4,1,2,0,1,,1,0,1,1
"110","8","TANZANIA",2014,"110_8",2,2,0,5,4,1,2,0,0,0,5,5,4,1,2,0,0,5,,,1,1
"110","1","TANZANIA",2014,"110_1",2,2,0,4,2,2,3,0,1,0,5,4,2,2,3,0,1,,1,1,1,1
"110","7","TANZANIA",2014,"110_7",2,2,0,5,4,1,2,1,0,0,3,5,4,1,2,1,0,5,,,1,1
"110","4","TANZANIA",2014,"110_4",2,2,0,5,4,2,2,0,0,1,,5,4,2,2,0,0,5,,,1,1
"110","5","TANZANIA",2014,"110_5",2,2,0,5,4,1,2,0,0,1,,5,4,1,2,0,1,,1,0,1,1
"111","3","TANZANIA",2014,"111_3",1,1,0,5,4,2,2,0,0,1,,5,4,2,2,0,1,,1,0,1,1
"111","4","TANZANIA",2014,"111_4",1,1,0,5,4,2,2,0,1,1,,5,4,2,2,0,1,,1,0,1,1
"111","1","TANZANIA",2014,"111_1",1,1,0,4,2,2,3,1,1,1,,4,2,2,3,1,1,,1,1,1,1
"111","2","TANZANIA",2014,"111_2",1,1,0,5,3,2,2,0,0,1,,5,3,2,2,0,1,,1,0,1,1
"112","3","TANZANIA",2014,"112_3",1,1,0,5,4,2,2,0,0,1,,5,4,2,2,0,1,,1,1,1,1
"112","1","TANZANIA",2014,"112_1",1,1,0,4,2,2,3,1,1,0,3,4,2,2,3,1,1,,1,0,1,1
"112","2","TANZANIA",2014,"112_2",1,1,0,5,4,2,2,0,1,1,,5,4,2,2,0,1,,1,0,1,1
"113","3","TANZANIA",2014,"113_3",1,1,0,5,4,2,2,1,0,1,,5,4,2,2,1,0,5,,,1,1
"113","1","TANZANIA",2014,"113_1",1,1,0,4,2,2,3,0,1,1,,4,2,2,3,0,1,,1,1,1,1
"113","5","TANZANIA",2014,"113_5",1,1,0,5,4,1,2,0,0,0,5,5,4,1,2,0,0,5,,,1,1
"113","2","TANZANIA",2014,"113_2",1,1,0,5,4,2,2,0,0,1,,5,4,2,2,0,1,,1,0,1,1
"113","4","TANZANIA",2014,"113_4",1,1,0,5,4,1,2,0,0,0,5,5,4,1,2,0,1,,1,1,1,1
"114","3","TANZANIA",2014,"114_3",1,1,1,5,4,1,2,0,0,1,,4,4,1,2,0,1,,1,1,1,1
"114","1","TANZANIA",2014,"114_1",1,1,1,4,2,3,3,1,1,1,,1,2,3,3,1,1,,1,1,1,1
"114","2","TANZANIA",2014,"114_2",1,1,1,5,3,1,2,0,0,1,,2,3,1,2,0,1,,1,1,1,1
"115","14","TANZANIA",2014,"115_14",3,2,2,5,4,1,2,0,0,1,,5,4,1,2,0,0,5,,,1,1
"115","6","TANZANIA",2014,"115_6",3,2,2,5,3,1,2,0,0,1,,5,3,1,2,0,0,5,,,1,1
"115","12","TANZANIA",2014,"115_12",3,2,2,5,4,1,2,1,0,0,1,5,4,1,2,1,0,5,,,1,1
"115","3","TANZANIA",2014,"115_3",3,2,2,5,2,2,3,1,1,0,5,5,2,2,3,1,1,,1,1,1,1
"115","13","TANZANIA",2014,"115_13",3,2,2,5,4,1,2,0,0,0,5,,,,,,,,,,1,
"115","1","TANZANIA",2014,"115_1",3,2,2,3,1,2,3,1,1,0,3,3,1,2,3,1,1,,1,1,1,1
"115","5","TANZANIA",2014,"115_5",3,2,2,5,3,2,3,0,1,1,,5,3,2,3,0,0,5,,,1,1
"115","2","TANZANIA",2014,"115_2",3,2,2,4,2,2,3,1,1,0,4,4,2,2,3,1,1,,1,1,1,1
"115","8","TANZANIA",2014,"115_8",3,2,2,5,3,1,2,0,0,1,,,,,,,,,,,1,
"115","11","TANZANIA",2014,"115_11",3,2,2,5,3,2,2,0,0,0,5,,,,,,,,,,1,
"115","9","TANZANIA",2014,"115_9",3,2,2,5,3,2,2,0,0,0,5,,,,,,,,,,1,
"115","10","TANZANIA",2014,"115_10",3,2,2,5,3,2,2,0,0,1,,5,3,2,2,0,1,,1,1,1,1
"115","7","TANZANIA",2014,"115_7",3,2,2,5,3,1,2,0,0,0,4,5,3,1,2,0,1,,1,1,1,1
"115","4","TANZANIA",2014,"115_4",3,2,2,5,2,2,3,1,0,1,,5,2,2,3,1,1,,1,1,1,1
"116","5","TANZANIA",2014,"116_5",2,2,0,5,4,2,2,0,0,0,7,5,4,2,2,0,1,,2,0,1,1
"116","2","TANZANIA",2014,"116_2",2,2,0,5,2,2,3,1,1,0,5,5,2,2,3,1,1,,1,0,1,1
"116","1","TANZANIA",2014,"116_1",2,2,0,4,2,2,3,1,1,0,3,4,2,2,3,1,1,,1,0,1,1
"116","6","TANZANIA",2014,"116_6",2,2,0,5,4,2,2,0,1,1,,5,4,2,2,0,1,,2,0,1,1
"116","3","TANZANIA",2014,"116_3",2,2,0,5,3,2,2,0,1,0,5,5,3,2,2,0,1,,2,0,1,1
"116","4","TANZANIA",2014,"116_4",2,2,0,5,3,2,2,0,0,0,7,5,3,2,2,0,1,,2,0,1,1
"117","33","TANZANIA",2014,"117_33",4,3,2,5,4,2,2,1,0,0,5,,,,,,,,,,1,
"117","16","TANZANIA",2014,"117_16",4,3,2,5,3,2,2,0,0,0,5,5,3,2,2,0,1,,1,0,1,1
"117","43","TANZANIA",2014,"117_43",4,3,2,5,3,2,2,0,0,0,5,,,,,,,,,,1,
"117","31","TANZANIA",2014,"117_31",4,3,2,5,3,2,2,0,0,1,,,,,,,,,,,1,
"117","13","TANZANIA",2014,"117_13",4,3,2,5,4,2,2,1,0,1,,5,4,2,2,1,1,,1,1,1,1
"117","36","TANZANIA",2014,"117_36",4,3,2,5,4,2,2,0,0,1,,,,,,,,,,,1,
"117","35","TANZANIA",2014,"117_35",4,3,2,5,3,1,2,1,0,0,5,,,,,,,,,,1,
"117","29","TANZANIA",2014,"117_29",4,3,2,5,3,2,2,0,0,0,1,,,,,,,,,,1,
"117","21","TANZANIA",2014,"117_21",4,3,2,5,4,1,2,0,0,0,5,,,,,,,,,,1,
"117","23","TANZANIA",2014,"117_23",4,3,2,5,4,2,2,1,0,1,,,,,,,,,,,1,
"117","24","TANZANIA",2014,"117_24",4,3,2,5,4,2,2,1,0,1,,,,,,,,,,,1,
"117","39","TANZANIA",2014,"117_39",4,3,2,5,3,2,2,0,0,0,5,,,,,,,,,,1,
"117","40","TANZANIA",2014,"117_40",4,3,2,5,3,2,2,1,0,1,,5,3,2,2,1,1,,1,0,1,1
"117","8","TANZANIA",2014,"117_8",4,3,2,5,2,2,3,1,1,1,,,,,,,,,,,1,
"117","41","TANZANIA",2014,"117_41",4,3,2,5,3,1,2,1,0,0,5,5,3,1,2,1,0,5,,,1,1
"117","11","TANZANIA",2014,"117_11",4,3,2,5,4,2,3,1,0,1,,5,4,2,3,1,0,5,,,1,1
"117","6","TANZANIA",2014,"117_6",4,3,2,5,2,2,3,0,0,0,5,5,2,2,3,0,0,5,,,1,1
"117","9","TANZANIA",2014,"117_9",4,3,2,5,2,2,3,1,1,1,,,,,,,,,,,1,
"117","28","TANZANIA",2014,"117_28",4,3,2,5,3,2,2,0,0,0,5,,,,,,,,,,1,
"117","12","TANZANIA",2014,"117_12",4,3,2,5,4,2,2,1,0,0,5,,,,,,,,,,1,
"117","38","TANZANIA",2014,"117_38",4,3,2,5,3,1,2,1,0,1,,5,3,1,2,1,0,5,,,1,1
"117","15","TANZANIA",2014,"117_15",4,3,2,5,3,2,2,0,0,0,5,,,,,,,,,,1,
"117","44","TANZANIA",2014,"117_44",4,3,2,5,3,2,2,1,0,0,5,,,,,,,,,,1,
"117","2","TANZANIA",2014,"117_2",4,3,2,4,1,2,3,1,1,0,2,4,1,2,3,1,1,,1,1,1,1
"117","20","TANZANIA",2014,"117_20",4,3,2,5,4,1,2,0,0,1,,,,,,,,,,,1,
"117","27","TANZANIA",2014,"117_27",4,3,2,5,4,2,2,1,0,1,,,,,,,,,,,1,
"117","26","TANZANIA",2014,"117_26",4,3,2,5,4,2,2,1,0,1,,,,,,,,,,,1,
"117","32","TANZANIA",2014,"117_32",4,3,2,5,3,2,2,1,0,0,5,,,,,,,,,,1,
"117","17","TANZANIA",2014,"117_17",4,3,2,5,3,2,2,1,0,1,,,,,,,,,,,1,
"117","34","TANZANIA",2014,"117_34",4,3,2,5,3,1,2,1,0,1,,,,,,,,,,,1,
"117","7","TANZANIA",2014,"117_7",4,3,2,5,3,2,3,1,0,1,,,,,,,,,,,1,
"117","19","TANZANIA",2014,"117_19",4,3,2,5,3,2,2,0,0,1,,,,,,,,,,,1,
"117","4","TANZANIA",2014,"117_4",4,3,2,5,2,2,3,0,0,1,,,,,,,,,,,1,
"117","47","TANZANIA",2014,"117_47",4,3,2,5,3,2,2,1,0,0,4,,,,,,,,,,1,
"117","25","TANZANIA",2014,"117_25",4,3,2,5,4,2,2,1,0,1,,,,,,,,,,,1,
"117","10","TANZANIA",2014,"117_10",4,3,2,5,2,2,3,1,0,0,5,5,2,2,2,1,1,,1,0,1,1
"117","14","TANZANIA",2014,"117_14",4,3,2,5,4,2,2,1,0,1,,,,,,,,,,,1,
"117","46","TANZANIA",2014,"117_46",4,3,2,5,3,2,2,1,0,0,4,,,,,,,,,,1,
"117","3","TANZANIA",2014,"117_3",4,3,2,5,1,2,4,1,0,1,,,,,,,,,,,1,
"117","5","TANZANIA",2014,"117_5",4,3,2,5,2,2,3,0,0,1,,5,2,2,3,0,1,,1,1,1,1
"117","42","TANZANIA",2014,"117_42",4,3,2,5,3,2,2,0,0,0,4,,,,,,,,,,1,
"117","18","TANZANIA",2014,"117_18",4,3,2,5,3,2,2,0,0,1,,,,,,,,,,,1,
"117","1","TANZANIA",2014,"117_1",4,3,2,4,1,2,3,1,1,0,5,,,,,,,,,,1,
"117","37","TANZANIA",2014,"117_37",4,3,2,5,4,1,2,1,0,1,,,,,,,,,,,1,
"117","22","TANZANIA",2014,"117_22",4,3,2,5,4,2,2,1,0,0,5,,,,,,,,,,1,
"117","30","TANZANIA",2014,"117_30",4,3,2,5,3,2,2,0,0,1,,,,,,,,,,,1,
"117","45","TANZANIA",2014,"117_45",4,3,2,5,3,2,2,0,0,0,5,,,,,,,,,,1,
"118","4","TANZANIA",2014,"118_4",1,1,0,5,4,2,2,0,0,0,4,5,4,2,2,0,1,,1,1,1,1
"118","3","TANZANIA",2014,"118_3",1,1,0,5,4,2,2,0,0,1,,5,4,2,2,0,1,,1,1,1,1
"118","1","TANZANIA",2014,"118_1",1,1,0,4,2,2,3,0,1,1,,4,2,2,3,0,1,,1,0,1,1
"118","2","TANZANIA",2014,"118_2",1,1,0,5,3,2,2,0,0,1,,5,3,2,2,0,1,,1,1,1,1
"12","1","TANZANIA",2014,"12_1",1,1,1,1,2,2,3,1,1,1,,1,2,2,3,1,1,,1,1,1,1
"12","2","TANZANIA",2014,"12_2",1,1,1,5,4,2,1,0,0,1,,5,4,2,1,0,1,,1,1,1,1
"121","1","TANZANIA",2014,"121_1",1,1,0,4,2,2,3,1,1,1,,4,2,2,3,1,1,,1,1,1,1
"121","2","TANZANIA",2014,"121_2",1,1,0,5,4,1,2,0,0,1,,5,4,1,2,0,1,,1,1,1,1
"122","1","TANZANIA",2014,"122_1",1,1,0,4,2,2,3,0,1,1,,4,2,2,3,0,1,,1,1,1,1
"122","2","TANZANIA",2014,"122_2",1,1,0,5,3,2,2,0,1,0,5,5,3,2,2,0,1,,1,1,1,1
"122","3","TANZANIA",2014,"122_3",1,1,0,5,4,1,2,0,0,1,,5,4,1,2,0,1,,1,1,1,1
"123","2","TANZANIA",2014,"123_2",1,1,0,5,1,1,2,0,1,0,1,5,1,1,2,0,1,,1,1,1,1
"123","1","TANZANIA",2014,"123_1",1,1,0,4,2,2,3,1,1,1,,4,2,2,3,1,1,,1,1,1,1
"124","2","TANZANIA",2014,"124_2",1,1,0,5,3,2,2,0,0,0,1,5,3,2,2,0,1,,1,1,1,1
"124","1","TANZANIA",2014,"124_1",1,1,0,4,2,2,3,1,1,1,,4,2,2,3,1,1,,1,1,1,1
"125","1","TANZANIA",2014,"125_1",1,1,0,4,2,2,3,0,1,1,,4,2,2,3,0,1,,1,1,1,1
"125","2","TANZANIA",2014,"125_2",1,1,0,5,3,1,2,0,1,1,,5,3,1,2,0,1,,1,1,1,1
"125","3","TANZANIA",2014,"125_3",1,1,0,5,4,2,2,0,0,1,,5,4,2,2,0,1,,1,1,1,1
